,ARAP1,CUL3,DLGAP4,EGFR,FPR2,GJA9,GPR155,GRB2,IL25,KLHL5,LANCL1-AS1,LEMD1,MAP1LC3B,NPM1,PCMT1,RNF123,RNPS1,SDR42E1,SRPK2,TARBP2,TRIM25,TRIM43B,UBC,USP31,XPC,Y
0,34.77807152,32.41114,34.54982,34.66442,23.31461,29.68286,31.81161,35.0676,21.08036,33.45578,21.39991,22.39503,33.26986,39.08733,31.44953,33.24403,34.71048,30.26124,32.20619,29.60417,32.61049,21.9744,39.76191,32.00348,32.24472,1
1,34.13755822,33.78153,34.06647,35.04555,26.77815,26.80539,31.42781,34.56841,21.08036,34.0309,21.39991,22.39503,33.51634,40.83555,33.02746,32.93945,34.56276,29.1273,32.73181,29.61188,33.35035,21.9744,40.32706,32.1109,32.15619,1
2,34.24018181,34.25556,34.42561,35.03537,31.3338,30.09292,30.47292,36.01318,21.08036,31.97097,21.39991,22.39503,34.40517,38.5918,33.75531,33.15722,34.41174,27.22907,34.06143,31.90343,34.1157,21.9744,40.85312,30.98575,31.86536,1
3,34.07760215,33.82623,34.41176,35.12911,29.45497,29.29223,30.72903,35.21336,21.08036,33.79569,21.39991,29.70759,34.90834,39.68109,33.50304,32.99944,34.57809,22.83731,32.88583,30.35424,32.61024,21.9744,40.33974,32.36353,31.63561,0
4,34.66307618,34.87586,34.29088,35.68321,23.31461,32.00382,31.16114,35.37475,21.08036,33.87798,21.39991,22.39503,34.54094,37.40313,33.18274,34.04944,35.57754,22.83731,33.6144,31.60946,34.02714,21.9744,40.28643,30.43196,33.12717,1
5,34.81462675,34.70731,34.1066,33.53779,30.70962,31.20803,31.45061,34.67726,21.08036,34.31261,21.39991,22.39503,33.86411,38.34508,30.45065,34.43851,33.76018,28.00933,33.66356,30.8858,33.63669,21.9744,39.31112,30.73351,32.82615,1
6,34.43169609,33.89433,34.72926,35.23268,27.8508,29.74009,30.63258,35.15808,21.08036,32.43182,21.39991,28.32776,34.36378,39.2815,32.22242,33.34557,34.88167,28.71948,33.0637,30.11795,34.25173,21.9744,39.00818,31.90544,32.68775,0
7,34.57216007,33.95956,34.4891,35.7702,28.70624,29.8396,32.32646,34.81203,21.08036,33.70661,21.39991,31.19652,33.74399,39.26652,32.89617,33.16695,33.90867,28.66461,33.30983,28.77583,34.17714,21.9744,39.18175,31.99801,31.77631,0
8,34.20714803,33.78518,34.97769,34.94724,23.31461,30.11321,30.96128,34.99212,21.08036,33.55348,21.39991,22.39503,33.78843,39.01427,32.786,33.6463,33.91823,30.27941,33.0862,28.54038,32.7302,21.9744,39.32576,31.76074,32.0425,1
9,34.91800856,32.70063,35.59529,35.12987,23.31461,29.70665,30.78244,35.03613,21.08036,32.79899,21.39991,22.39503,33.80623,38.75389,31.9907,33.86097,34.50137,27.28295,33.65161,33.65472,33.20395,21.9744,40.92421,31.59852,32.74438,1
10,34.67657451,33.43796,34.92481,34.72176,28.77476,28.7841,30.99341,35.14651,21.08036,33.13178,21.39991,22.39503,34.09637,39.96837,32.90148,33.59707,34.85249,29.34315,33.4884,30.03707,33.94248,21.9744,40.20295,31.31801,32.89884,0
11,33.98534008,33.73732,34.28751,34.9748,23.31461,29.12417,33.43832,35.2237,21.08036,33.17803,21.39991,22.39503,33.93636,38.99498,32.79776,32.53172,33.9013,27.30181,32.51087,31.36318,33.33256,21.9744,39.45705,30.86369,32.39582,0
12,34.69062478,33.24279,34.50393,35.94771,23.31461,30.37293,32.97207,34.33753,21.08036,33.9762,21.39991,22.39503,32.72238,37.83015,30.97341,34.50371,34.14506,28.26074,33.35074,32.02799,33.4674,21.9744,39.54129,31.63346,32.33806,0
13,35.14476472,32.62118,35.11937,34.7497,27.93249,21.02188,30.37875,33.15774,21.08036,33.83978,21.39991,22.39503,31.86173,36.43918,30.74535,34.09935,34.69006,30.04147,33.70509,31.05249,34.69142,21.9744,40.3339,31.82954,32.64931,0
14,35.88942221,32.6478,35.28042,35.19498,28.98468,28.37048,31.33487,34.19842,21.08036,32.61374,21.39991,30.69432,32.57318,37.49116,30.85651,33.80242,34.84022,28.46638,33.46521,32.87979,34.56335,21.9744,39.92641,32.54608,33.06521,0
15,33.40631412,32.42873,35.69948,35.28519,23.31461,28.69904,29.97411,33.86322,21.08036,34.51924,21.39991,22.39503,32.43212,36.99772,32.43069,33.9539,34.74889,27.30657,33.39668,31.40995,32.29743,21.9744,40.15406,33.53444,32.1451,0
16,34.37844747,32.87343,35.32885,35.80308,30.88078,29.88915,30.2378,35.12972,21.08036,33.66095,21.39991,22.39503,33.78431,38.97119,33.08878,32.89404,34.72914,31.98039,33.59007,32.33566,33.74862,21.9744,39.81548,31.33297,31.96266,0
17,35.06371398,33.48122,35.00336,33.82215,29.47546,28.06709,31.94156,34.42096,26.38859,33.11678,21.39991,22.39503,33.893,38.06956,32.9797,34.81454,34.24249,27.8854,33.57345,32.4819,34.14809,21.9744,40.01575,31.96124,33.16377,0
18,34.32304139,33.34685,34.30324,34.01842,28.92219,29.30336,31.29751,34.73494,21.08036,33.33659,21.39991,22.39503,32.42953,37.50197,32.00942,34.11968,34.21108,29.16964,33.65176,30.67809,33.27799,21.9744,38.93623,32.13176,33.04864,1
19,35.31355143,33.77604,34.48021,32.06859,30.05328,28.87797,32.10766,36.29016,24.45795,34.41428,21.39991,22.39503,34.14495,38.68954,33.06019,33.49782,34.41801,27.91385,33.29441,32.11682,33.42226,25.73973,39.02396,31.52865,32.37011,0
20,34.73831002,32.68708,35.93788,36.33982,23.31461,27.8153,30.55836,34.88839,21.08036,33.09703,21.39991,22.39503,34.3868,39.52876,31.54419,33.80458,35.59785,27.43927,33.71352,30.61511,34.66254,21.9744,39.83385,31.85971,33.26847,1
21,35.07764889,33.43083,33.02829,35.55092,28.62719,30.8324,30.72141,35.45143,21.08036,33.40939,21.39991,30.56238,32.1505,39.436,32.86254,33.32327,34.36171,22.83731,33.11588,31.03013,33.69098,21.9744,39.86289,32.64771,33.03191,1
22,34.96178761,32.69449,35.2125,36.49729,23.31461,29.1536,30.202,34.34499,21.08036,32.51007,21.39991,29.06278,34.36307,39.08861,31.60242,33.90817,34.84803,28.59622,32.98969,30.85818,33.8259,21.9744,41.10767,31.97838,33.78154,1
23,34.87544155,33.78213,34.76494,34.961,30.56749,30.39119,30.47195,34.77329,21.08036,33.72166,21.39991,32.9107,33.9557,38.59228,32.41071,33.1753,35.33397,28.59348,34.1566,30.80615,33.84919,21.9744,40.26813,30.5153,32.37789,0
24,34.60186438,33.8971,33.04221,33.58247,32.43073,31.08597,32.68205,36.5612,21.08036,33.51857,21.39991,22.39503,32.43802,39.05715,32.08603,34.47651,33.78453,32.90608,33.25852,31.3563,34.2694,21.9744,39.68454,31.33602,33.58037,1
25,32.99251573,32.8798,33.91073,34.76345,32.06634,30.17992,30.21129,34.13531,21.08036,33.17548,21.39991,22.39503,34.57862,38.05441,32.83268,34.81104,34.37011,29.85684,33.26712,32.83283,33.93024,21.9744,39.57808,31.6695,31.6211,0
26,33.52958984,32.65289,33.91698,35.8497,27.2776,30.90582,31.97621,35.09142,21.08036,33.23131,21.39991,22.39503,33.27664,39.88184,32.44611,34.15204,34.22321,30.88728,33.84995,31.92808,32.08232,21.9744,40.43179,31.7853,33.22431,1
27,32.96429279,33.36455,35.2081,34.29509,29.68702,28.97502,30.05636,34.78994,29.70723,34.59564,21.39991,22.39503,34.9097,38.74228,32.52135,32.74686,34.85338,26.98005,32.67524,30.2694,33.30265,21.9744,42.3634,31.90457,33.5284,0
28,34.02803008,33.31625,34.84261,36.12963,23.31461,30.78862,31.87882,34.43343,21.08036,33.75328,21.39991,22.39503,32.12266,38.60773,33.52024,33.8264,33.77154,31.29958,33.04449,30.8583,33.45781,21.9744,39.23047,31.20374,32.59051,0
29,34.25396759,33.34027,34.72172,34.56808,27.40004,29.48441,31.31089,35.0827,21.08036,34.12966,21.39991,22.39503,33.65034,37.93449,33.37125,33.97265,34.33903,29.59882,33.47211,30.82558,34.066,21.9744,40.25433,32.12986,32.67732,0
30,33.86299493,34.09393,34.60345,35.01586,30.24549,29.74032,32.15359,35.44664,21.08036,33.71337,21.39991,22.39503,34.33227,39.53575,33.08179,33.20141,34.56735,29.4833,33.18953,30.17264,33.70371,21.9744,39.33084,31.57791,32.64322,0
31,33.05674184,33.57336,35.09823,35.30294,23.31461,21.02188,30.55069,33.83351,21.08036,33.47937,21.39991,22.39503,33.95309,37.31024,33.14376,32.73889,34.87188,30.07282,32.20694,29.79486,32.49121,37.41532,39.07195,32.39365,32.65392,1
32,34.71728374,32.87236,34.71507,34.48693,28.97741,28.50137,31.18941,35.02925,21.08036,32.87151,21.39991,30.54804,33.60612,38.30124,32.65099,33.44062,34.30385,29.86907,33.19084,32.82905,33.13303,21.9744,39.22824,30.98348,32.78068,0
33,33.46536751,34.19037,34.58544,34.74777,27.35175,31.31728,31.71198,34.58774,21.08036,33.14628,21.39991,32.99591,34.11965,39.89564,32.29482,34.25972,35.1553,32.5588,32.71584,31.02366,33.20327,21.9744,39.12181,31.5182,33.28348,0
34,32.88146035,34.33875,34.10552,34.45515,26.09346,28.51392,30.54657,35.0283,21.08036,34.75519,21.39991,22.39503,33.31178,40.62635,33.60598,32.41943,34.06511,30.81009,33.33565,31.2696,32.54364,21.9744,40.59723,31.34211,32.32457,0
35,35.04522205,33.53558,34.53572,34.67377,30.55126,29.6003,31.31024,35.15021,21.08036,33.39724,21.39991,22.39503,34.58452,39.09106,32.96117,33.70455,34.42327,24.77049,34.29564,31.24077,33.25923,21.9744,40.35714,31.57896,32.29356,1
36,34.11801493,32.60133,35.15473,36.70616,31.3887,30.21538,30.34617,34.24046,21.08036,33.40447,21.39991,22.39503,32.91114,39.42565,32.13928,33.71762,34.30418,29.20183,32.99316,31.11708,33.73583,21.9744,39.43975,31.85952,31.79425,1
37,34.84345146,33.24196,34.7555,34.09813,23.31461,30.25747,33.33604,33.98624,21.08036,33.66141,21.39991,22.39503,35.32842,37.69588,32.09992,33.81093,32.51476,22.83731,33.91144,29.40933,32.98863,21.9744,39.62486,30.75185,33.16957,1
38,33.43536031,33.12444,34.2073,34.54155,29.4922,30.72951,31.0243,35.14471,21.08036,33.62374,21.39991,22.39503,34.3159,39.58204,32.24965,33.45927,34.52001,22.83731,33.38351,30.51177,33.50259,21.9744,39.35374,30.94849,31.40295,1
39,33.87569351,33.19955,34.76277,35.09831,23.31461,30.72637,29.93741,34.24102,21.08036,33.43224,21.39991,22.39503,33.66319,39.11493,32.30108,32.98052,34.39802,30.71366,32.83479,31.46237,33.74284,21.9744,38.45131,30.32858,32.82093,1
40,34.54405965,33.93891,35.10735,34.72345,23.31461,30.49128,30.18307,34.57254,21.08036,33.05328,21.39991,22.39503,33.77802,38.29646,33.06838,34.27817,34.80459,22.83731,34.65335,33.8256,34.60419,21.9744,39.41059,29.78486,32.37699,0
41,33.16882171,33.7384,35.07287,34.91856,27.8998,28.18873,31.01211,35.16138,21.08036,34.03188,21.39991,22.39503,34.34901,39.61249,33.61204,33.46149,34.34906,29.01556,33.2711,32.26803,33.25784,21.9744,40.40107,30.56094,32.11874,0
42,35.02716125,33.67223,34.46904,35.47797,28.67721,21.02188,30.08542,34.74225,21.08036,33.01033,21.39991,22.39503,33.8405,38.50174,33.18323,33.16393,34.69447,26.32985,34.16313,30.66142,34.21364,21.9744,40.14038,31.67596,32.52008,1
43,34.84221981,32.77233,35.2251,35.23007,30.59453,29.30876,32.17202,35.15021,21.08036,33.44356,21.39991,22.39503,33.93622,37.19237,32.68564,34.52214,34.58242,31.33355,32.92505,29.81825,34.78005,21.9744,40.26316,31.8307,32.19455,1
44,33.7076787,33.7548,34.46381,34.66563,30.5899,28.80888,30.88345,34.83381,21.08036,33.81556,21.39991,22.39503,33.72338,39.41994,31.95763,33.41009,34.10944,27.16089,33.07889,30.03984,33.13291,21.9744,40.37234,30.63491,33.50879,0
45,35.05728404,33.52229,35.46868,34.39009,29.19879,28.95338,30.70152,35.34932,20.87258,33.50399,20.80222,28.01727,33.21517,37.83416,32.47601,33.61661,34.74028,30.42147,33.99078,32.39667,34.73265,26.50605,40.37294,32.52656,32.20282,0
46,35.37349137,33.31623,34.8362,35.25117,28.65283,28.33218,32.25715,35.33657,20.96655,33.69721,21.00482,21.37538,32.98157,37.594,32.98646,33.85024,34.68562,27.99266,33.10527,31.68987,33.37664,23.12584,40.4836,31.84243,32.4426,0
47,33.7918573,33.79145,35.43895,34.82642,28.76351,30.4992,32.21458,34.82976,20.96655,33.57476,21.00482,21.37538,34.32977,38.50918,32.98875,33.98839,34.91602,29.31521,33.68737,30.21971,33.28708,27.17384,40.91373,31.97678,32.75618,1
48,34.28355549,33.69307,34.07716,35.53571,29.68891,29.47905,31.00101,35.46979,20.96655,33.3672,21.00482,21.37538,34.12579,38.92349,33.12874,33.18769,34.50675,25.60503,33.2901,30.5802,33.87574,20.68433,39.78012,31.84372,32.76253,1
49,35.67669324,33.77284,34.02773,34.07474,32.3515,28.2088,31.52159,36.90108,20.96655,33.5921,21.00482,26.52081,34.69151,38.22105,32.63844,34.17085,35.04734,28.76824,33.86182,31.56946,34.65725,23.68631,40.29947,31.78579,32.34892,0
50,34.2828058,32.87023,35.09415,35.55604,27.43658,29.55032,30.84567,34.13673,20.87258,33.11621,20.80222,19.07305,32.95599,37.90767,32.0255,34.47918,34.73202,26.0327,33.81233,33.77667,33.90511,21.11484,39.4115,30.97286,32.66202,1
51,35.36839831,33.213,36.25602,34.73975,31.15804,21.57685,29.87067,35.62751,20.96655,33.22555,21.00482,24.88984,34.99957,39.39449,33.23688,34.59197,35.93401,26.74041,33.88773,32.10731,35.17804,20.68433,41.02203,30.97604,33.21668,1
52,33.48204021,34.34984,34.44617,35.41481,21.19751,31.30488,33.03889,35.13948,20.96655,34.13689,21.00482,21.37538,33.20095,38.316,31.49827,34.43805,34.83215,29.36242,33.46339,30.82139,34.33766,20.68433,39.34627,30.59864,34.09446,1
53,34.51902667,33.41352,34.96374,34.79295,30.52457,31.70558,32.05335,35.14897,20.96655,34.91932,21.00482,21.37538,34.49976,39.88256,33.36687,32.65344,34.59815,31.94461,34.29067,31.27036,33.65534,23.7673,40.37025,31.34017,31.29987,0
54,34.52792896,33.05536,34.46925,35.35059,28.95092,28.07149,31.62663,34.4924,20.96655,33.01803,21.00482,21.37538,34.34244,37.9557,32.41938,33.52968,34.97232,29.91341,33.34671,31.60903,33.67655,23.27461,40.18502,31.88302,32.24891,1
55,33.97875652,34.06171,34.3405,34.07528,30.20582,31.97283,31.70477,35.51904,20.96655,33.68288,21.00482,32.22112,33.22528,41.02161,34.14403,32.97221,35.05905,31.01511,33.39374,25.22549,34.46542,20.68433,41.17859,30.85358,31.08426,1
56,35.12046966,33.12108,34.61829,34.13107,29.96823,29.35686,30.00966,34.86999,25.96889,32.67148,21.00482,21.37538,32.21798,37.8485,31.1413,33.60181,33.93682,28.70898,33.30239,31.90009,33.99138,24.14205,40.03399,31.49187,32.64953,1
57,34.83117824,33.59457,34.77776,34.61012,27.51066,29.07532,31.72001,35.47787,20.96655,33.47405,24.28615,24.5577,33.58566,38.5143,32.48353,33.38965,34.64775,29.99844,33.57953,31.4523,34.00203,20.68433,39.7976,31.96374,32.66802,1
58,33.30335684,33.30068,33.8497,33.42531,17.52438,33.88937,30.66533,34.67398,20.87258,33.72477,20.80222,19.07305,32.70466,38.546,31.89676,33.22737,33.96953,27.95618,32.67797,31.57882,33.55867,21.11484,37.73263,31.68961,33.50759,1
59,34.89734709,32.86681,35.4098,35.37019,26.64363,28.19014,30.07407,35.19943,20.87258,32.30717,20.80222,19.07305,33.49948,37.23112,32.10382,33.08367,35.02877,28.10299,33.47005,31.89994,33.75915,21.11484,40.90466,31.29703,33.41325,1
60,34.42471625,33.38574,34.46758,36.62031,25.43411,29.97862,31.0097,34.18023,20.96655,33.30163,21.00482,25.40239,34.02301,39.72099,32.21935,32.91601,34.83348,29.1652,33.24269,31.02668,33.3706,27.55122,40.28921,31.83349,32.3015,0
61,34.4996968,32.71328,34.81317,35.76333,30.62094,30.46991,30.68899,34.88449,20.96655,33.19994,21.00482,21.37538,32.91749,37.98426,32.43576,33.09373,35.24215,30.87834,32.73722,32.28405,33.68164,27.54408,40.23338,32.76325,32.85047,1
62,34.05586836,34.04755,33.61503,35.12219,28.48749,21.57685,30.77834,34.8058,20.96655,33.5992,21.00482,25.9688,34.0167,40.23391,32.6808,32.23494,33.91057,20.40858,32.99837,30.70073,33.28744,20.68433,39.5327,31.6567,33.44234,0
63,35.09783031,32.84632,35.12126,35.00494,28.41973,28.9357,32.66266,35.47399,20.96655,33.93057,21.00482,21.37538,34.13471,39.4646,33.13084,34.06432,34.77381,28.00353,33.04509,30.90188,33.88758,20.68433,41.32674,31.69183,32.35999,1
64,34.15098543,32.71886,34.9952,35.0559,26.81009,28.00903,31.70611,33.8095,20.96655,33.1031,21.00482,27.72655,33.08139,37.49171,31.65081,33.70639,34.14331,30.57802,33.52238,31.64823,34.09325,24.99559,39.30266,31.49303,32.14494,1
65,34.04136238,33.52573,34.81085,34.91553,26.57315,29.49654,32.63871,34.34961,20.96655,33.54685,21.00482,26.30902,33.74308,38.93495,32.42587,34.07389,34.45393,28.60206,33.01296,30.76352,34.16643,23.98354,39.45637,31.07872,32.41565,0
66,34.61796509,32.95742,35.39083,34.81348,21.19751,28.94516,31.05675,34.36679,20.96655,33.16206,21.00482,21.37538,32.67775,39.03687,32.57201,33.90837,34.39367,20.40858,33.66509,31.58226,33.64868,23.3321,40.3846,30.6288,33.05463,1
67,34.46524299,34.14848,34.70293,36.13668,27.38489,25.03628,31.88741,34.79313,20.87258,34.13957,20.80222,25.63752,33.90029,40.40467,32.87354,33.58397,34.4547,30.18461,33.86413,30.70137,33.73471,25.43011,40.12222,31.51088,33.63564,1
68,34.67443273,33.68772,35.33281,34.78427,27.44062,28.95697,31.96011,34.61263,20.96655,33.27748,21.00482,21.37538,33.3188,37.16789,31.83077,34.26311,34.70818,29.80811,34.53684,31.72817,34.2028,20.68433,39.33672,31.40925,32.3123,1
69,35.68106047,32.63656,34.98509,34.94826,31.42245,30.37941,30.59392,36.07625,20.96655,32.47263,21.00482,21.37538,33.65166,39.48459,34.27079,33.76835,34.73329,27.87981,32.99474,32.68806,34.03242,26.25,40.27142,30.32489,32.53129,1
70,34.48192317,34.16533,34.01533,32.76198,28.68765,28.24133,30.58517,34.56505,20.87258,33.99171,20.80222,29.50093,33.45005,38.01184,31.57129,34.8892,35.18855,30.64005,34.30278,30.02791,33.57192,21.11484,39.08272,31.07174,32.58082,1
71,33.98207917,34.11609,34.20441,33.89852,26.61134,30.78377,32.24631,34.57208,20.87258,33.39588,23.14093,24.09071,33.77841,39.1764,32.51382,34.06424,34.40255,27.05548,34.09435,31.57451,33.99075,21.11484,39.06106,31.82914,32.76533,0
72,35.75652889,31.43094,35.02656,36.24955,28.17112,27.8677,28.99773,34.80255,20.96655,32.65617,21.00482,21.37538,33.24739,38.46421,33.90342,33.88426,34.91905,27.55084,33.11132,31.87203,33.36056,24.52332,40.76501,30.74763,32.79881,1
73,35.40188744,34.64028,34.88514,34.97178,21.19751,30.45812,32.64007,34.20665,20.96655,34.42869,21.00482,21.37538,35.8598,40.25446,33.01431,35.29365,35.91254,31.202,34.7608,25.58523,32.94163,20.68433,40.64902,31.17404,33.86269,1
74,34.6019328,32.97154,35.66098,35.9676,29.78376,30.50405,31.82421,35.34092,20.96655,33.61464,21.00482,21.37538,33.8858,39.34462,32.60321,33.62506,34.71886,30.63064,33.61328,31.87918,34.62954,23.70731,40.12148,32.02692,32.84108,0
75,35.33388864,33.39396,35.35898,35.75267,29.25502,30.41926,31.12093,35.719,20.87258,33.4516,20.80222,19.07305,34.09499,37.71823,32.21133,34.4052,34.9054,28.08496,34.08646,31.15583,34.3032,21.11484,41.32877,32.34808,33.02507,1
76,35.19322159,32.64015,34.71827,34.40428,30.54672,25.44807,30.84969,34.72093,20.87258,33.35837,20.80222,24.47242,32.95973,37.53189,32.14569,33.49672,34.18936,28.64912,32.97461,30.25043,33.33392,21.11484,39.31447,31.26712,32.50078,1
77,34.74553557,33.46876,33.23523,36.50361,25.02458,21.57685,31.48214,34.41495,20.96655,33.78751,21.00482,21.37538,33.49244,41.18219,33.2947,33.17541,35.11537,29.13376,33.14985,30.71226,31.71861,23.54526,41.09036,33.24933,33.10792,1
78,34.1795172,33.04811,34.82022,35.31326,27.32435,29.76002,30.91838,34.27873,20.96655,33.18074,25.76148,26.48369,33.13166,37.944,31.85069,33.41005,34.15397,29.68416,33.00683,30.81451,33.92256,20.68433,39.49939,31.69795,32.69467,0
79,34.89935922,32.81255,36.33451,35.41874,29.00117,29.98458,31.57902,35.15627,26.04127,33.55782,20.80222,23.59272,35.27836,38.4018,33.33499,33.72564,35.95772,20.29074,34.89629,31.93294,34.40669,28.56204,40.56544,32.69248,32.14871,0
80,33.9810793,33.40006,34.57155,34.96142,29.20941,29.03791,32.00533,34.4326,20.87258,35.00579,23.00781,25.38289,33.11506,37.68628,32.44231,34.01255,34.54305,28.332,33.21512,30.44011,33.5959,27.28352,39.88459,30.70385,32.70498,1
81,33.78057021,34.77339,34.92455,34.13834,23.27057,31.35224,32.86074,35.61379,20.96655,34.05301,21.00482,21.37538,32.81113,38.76407,32.36604,34.72492,34.99865,29.7386,33.5869,22.66962,33.92633,20.68433,38.3403,28.35169,33.55045,1
82,31.96816906,34.76829,34.58243,33.49735,21.19751,31.87652,31.44165,35.10704,20.96655,34.45412,21.00482,21.37538,34.7489,39.97359,33.66278,33.1737,35.73425,30.70963,33.50162,30.32924,34.82002,20.68433,40.68182,30.1349,32.96776,0
83,34.99005383,33.39415,34.88807,36.40359,28.88086,27.851,30.35055,36.04702,20.96655,32.96135,21.00482,25.41371,34.25071,38.18152,32.81251,34.12123,34.82426,28.51481,34.1781,31.8419,34.62463,22.88397,40.47641,32.27123,32.51367,0
84,33.92370149,33.42116,34.51063,35.38769,29.63653,30.1927,32.19359,35.0018,20.96655,33.86311,21.00482,21.37538,34.27108,39.04886,32.1438,33.4482,34.62796,29.0294,33.61272,31.10008,32.96636,20.68433,40.59891,31.49639,32.4646,0
85,35.5213552,32.85387,34.64034,36.10498,21.19751,29.26924,32.57022,35.93152,20.96655,32.41124,21.00482,21.37538,34.23716,39.2818,33.93927,33.55435,34.60622,32.30108,32.397,32.26232,32.87809,20.68433,40.23163,30.72492,32.77138,0
86,34.44518976,33.61199,34.58927,34.76902,28.85953,29.8741,31.78616,35.71687,20.96655,33.63869,21.00482,25.81624,34.25554,39.30701,32.61918,33.26029,34.7894,25.55624,33.50765,31.21235,34.05286,22.97126,40.36346,31.83948,32.47115,1
87,34.38225517,33.24944,34.6834,33.05271,29.35312,29.23708,30.70512,35.49016,20.96655,33.58706,21.00482,21.37538,34.31318,40.60303,33.21321,32.74552,34.54557,28.76208,33.90052,31.78483,33.81418,20.68433,40.0208,32.38543,32.95352,0
88,34.89575578,34.02635,34.86014,35.36629,28.79981,28.40262,31.19416,35.12066,20.87258,33.62382,20.80222,19.07305,34.33661,40.54288,33.28319,34.99804,34.82834,29.15667,32.86002,30.73081,33.74756,21.11484,40.55178,32.46098,33.61257,0
89,35.02055828,33.53514,34.44226,33.90985,21.19751,28.06391,31.80418,34.82775,20.96655,33.15477,21.00482,21.37538,32.78235,39.76566,33.35908,33.86889,33.34157,28.02042,32.59147,30.9712,34.06563,20.68433,39.24096,30.71626,33.42112,1
