,ARAP1,CUL3,DLGAP4,EGFR,FPR2,GJA9,GPR155,GRB2,IL25,KLHL5,LANCL1-AS1,LEMD1,MAP1LC3B,NPM1,PCMT1,RNF123,RNPS1,SDR42E1,SRPK2,TARBP2,TRIM25,TRIM43B,UBC,USP31,XPC,Y
90,33.99740673,33.18758,34.46897,34.38246,29.42346,30.19905,30.50867,35.00137,20.87258,33.50784,20.80222,26.93875,33.94176,38.45327,31.9726,33.32535,34.36755,29.22575,32.90933,29.88587,33.44527,21.11484,39.7736,31.71989,32.46079,1
91,35.06491847,32.59805,35.68968,35.6764,30.14467,29.50951,29.87306,35.09252,20.96655,32.56418,21.00482,29.54121,33.60007,39.33151,33.37653,33.19739,34.68223,28.68231,33.51603,31.6375,33.89797,25.16621,40.32702,32.3114,32.4475,0
92,34.16200172,33.3715,34.4146,34.8071,27.02192,30.01395,31.79062,34.82428,25.42664,33.20251,21.00482,29.51767,34.04177,38.00304,31.65228,33.57061,34.69279,27.75694,33.54538,31.63493,33.90559,20.68433,40.21052,31.43516,32.46366,0
93,34.04849098,34.05538,33.82151,35.48508,29.79026,30.05671,30.49623,35.33072,20.96655,33.74223,21.00482,21.37538,34.71048,39.09532,32.68813,32.83734,34.58914,27.22749,32.84442,30.61002,33.30414,23.21367,40.84082,31.23104,32.45886,1
94,34.69292429,34.36542,34.99465,36.00882,27.11464,29.12804,28.86509,35.53755,20.87258,32.89425,20.80222,19.07305,34.10434,38.38042,33.96299,35.20683,35.23241,24.39225,33.69374,32.14354,34.08228,26.31179,40.5121,31.60873,33.95237,1
95,34.76021547,33.63431,35.18144,35.6717,29.57627,29.37147,31.82696,35.24622,20.96655,33.83801,21.00482,21.37538,32.9426,38.3763,32.41134,34.08983,34.34735,30.39642,33.08089,32.33055,33.53661,24.45274,40.15127,32.14483,33.09659,0
96,35.45423047,33.33239,34.36687,36.11795,30.16077,29.10746,32.00895,36.08637,20.96655,33.55099,21.00482,21.37538,33.99695,38.43217,32.84765,33.59052,34.51384,29.28776,33.81098,32.11805,34.12353,25.53475,40.67915,31.70976,32.53237,0
97,34.20824779,33.94737,34.63788,35.52052,27.23215,29.882,31.65991,34.79829,20.87258,32.93268,20.80222,25.5209,34.13104,38.44593,31.52859,33.40643,34.52018,25.36149,34.14141,30.68296,33.29531,21.11484,40.70551,32.53385,32.36345,1
98,34.53018002,32.18262,33.93659,36.03543,31.84341,28.58427,30.77953,34.80118,20.87258,33.63378,24.38738,28.1619,33.10963,38.60611,32.52295,33.77271,34.95344,26.22712,34.07169,33.11364,35.04893,21.11484,39.85472,32.21119,34.06131,1
99,34.4446189,32.76846,34.79482,35.37702,27.52063,27.9797,31.58314,35.08286,20.96655,33.28437,21.00482,21.37538,33.39838,38.95088,32.07736,33.62831,34.59568,25.95083,33.16581,30.97597,33.80968,25.06975,40.42365,31.78492,33.04875,0
100,34.16120749,33.59384,34.88608,35.56795,28.58499,29.37393,30.50923,34.88997,20.96655,33.9554,21.00482,28.01302,33.51432,39.11405,32.63213,33.28745,34.42174,28.40017,33.50604,31.38404,33.39992,26.9309,39.59805,31.86531,32.61093,1
101,34.80832412,33.19634,34.50138,34.13101,28.6398,29.58225,30.91748,34.55325,20.87258,33.38918,24.18465,22.86895,33.16624,37.18503,31.49074,33.33537,34.17826,29.61381,33.2901,30.14067,33.84465,21.11484,39.66855,31.12871,32.81786,1
102,34.45018831,33.72975,34.32016,34.5795,29.32241,30.37342,31.07073,35.12835,20.96655,33.88753,21.00482,27.33947,34.19311,39.41352,32.55275,33.15401,34.29904,27.27045,33.32494,31.11583,33.49663,23.57762,39.85776,31.56355,32.69699,1
103,34.80178627,32.69272,35.85884,35.98272,24.29841,30.28569,31.09722,34.57303,20.96655,33.43638,21.00482,21.37538,32.1247,36.83047,31.57833,34.19887,33.81982,30.37268,33.76051,31.02594,33.83746,20.68433,38.82108,32.04756,32.93666,0
104,34.20613275,33.19182,34.54249,35.91501,29.29351,21.57685,31.18852,34.74137,20.96655,33.92939,21.00482,21.37538,33.83566,38.7322,32.52813,33.24647,34.45949,25.91792,33.39143,30.29641,32.83008,23.64049,40.82275,31.42844,32.19769,1
105,34.67326921,33.8123,34.82708,35.79289,27.96699,30.10976,31.74221,35.66008,20.96655,32.77897,21.00482,29.14068,34.24453,39.2665,32.91989,33.81601,34.92458,29.4306,33.58958,31.50169,34.06318,20.68433,40.29952,31.99043,32.76072,0
106,34.4072393,33.18786,35.69881,33.80707,28.83847,29.22543,31.10485,34.28725,20.96655,33.87136,21.00482,21.37538,31.59828,37.23252,31.62531,34.24259,34.79242,30.24064,33.67395,32.25806,33.52206,20.68433,39.0371,32.31451,33.20051,0
107,34.6509677,33.13805,35.23499,34.81708,23.12444,30.62904,30.38041,33.94845,20.96655,32.79872,21.00482,21.37538,33.04985,37.55631,32.20444,33.57488,34.26538,27.98719,31.52083,31.20172,33.89524,20.68433,39.86382,32.24674,33.17039,1
108,35.09053616,32.51316,35.54957,34.70964,26.91794,28.20318,31.194,34.41471,20.96655,33.3988,21.00482,26.90578,32.16278,38.04449,32.22284,34.03714,35.06245,29.92298,32.76933,31.63799,33.78207,23.34701,40.55527,32.33675,32.93561,0
109,34.82794545,33.34919,35.05474,33.9792,28.72753,28.77373,30.99019,35.19404,24.52277,33.53285,21.00482,21.37538,34.64676,38.16433,32.56906,33.5467,34.84028,27.60012,33.21461,32.40253,33.9933,20.68433,40.40968,32.10759,33.1667,0
110,34.04742663,33.01337,34.35742,34.81312,27.66136,27.54244,31.62176,34.8568,20.87258,33.6557,20.80222,24.38878,33.82292,38.18687,32.52821,33.24177,34.56592,29.93768,33.44225,31.24329,33.31502,21.11484,40.33723,31.80606,32.58051,1
111,35.3716735,33.24744,34.67581,34.85893,30.70662,30.30134,31.39637,35.79674,20.96655,33.5064,21.00482,21.37538,34.32657,39.26046,32.19299,33.30122,34.82198,28.86227,33.30724,31.48227,34.49502,22.63601,40.16816,31.44033,32.39679,0
112,33.59887585,33.54906,34.22127,35.05397,25.26376,28.75416,32.11087,34.06224,20.87258,33.80237,24.08804,26.39515,33.45413,38.2422,31.32541,33.31948,34.07239,29.618,32.86616,29.76143,33.00314,21.11484,39.38821,31.45338,32.45309,1
113,33.99678884,33.90946,33.94565,35.2901,25.96014,31.04523,30.85526,34.34994,23.49606,34.32831,24.76551,21.37538,33.07076,39.83145,32.50484,32.24471,34.23997,27.51317,32.57322,31.45781,32.89602,23.31742,39.44104,31.75932,32.08328,0
114,35.21033855,32.53514,35.09455,35.76823,29.89274,29.72705,29.83697,35.94895,23.88086,32.61988,21.00482,21.37538,33.98131,38.42655,31.91111,34.11197,35.06798,28.82822,33.06994,32.23716,33.59119,20.68433,41.55508,31.72215,32.871,1
115,34.0088451,33.77382,34.12768,37.86045,27.75429,29.07135,30.14724,34.72118,25.68148,32.98624,21.00482,21.37538,33.86857,38.61791,31.55328,33.12026,34.7967,28.9174,33.13757,30.70256,33.40113,23.06206,39.90399,31.27697,32.69776,0
116,34.04987818,34.28307,34.90654,32.29227,26.89615,31.83166,31.09083,36.95174,20.87258,32.59341,20.80222,19.07305,34.68413,39.25867,32.91662,32.58171,34.80706,27.28682,33.72941,32.84034,35.19334,21.11484,40.50341,31.36365,31.32417,0
117,34.40915628,33.2225,34.20342,33.94715,28.8936,31.05919,32.35131,35.58431,20.87258,34.0994,20.80222,25.5525,34.13772,38.09296,32.42925,33.25721,34.48999,28.72936,33.17427,29.83216,33.51121,21.11484,39.33003,31.14453,31.89882,1
118,34.10338599,33.92161,34.95298,34.75931,26.59776,30.59201,31.45071,34.00851,20.96655,32.99198,21.00482,26.65666,32.82296,38.3628,31.82262,34.74604,34.14328,30.18819,33.68886,30.6174,32.6616,29.50115,39.7006,31.35838,32.40581,1
119,34.34553319,32.80663,34.8605,35.67707,26.58452,30.35261,29.6431,35.01637,30.3898,33.53591,21.00482,24.73758,33.98485,38.51258,31.09855,34.03785,34.4124,29.11116,33.02354,32.5928,34.24602,20.68433,39.75019,30.1629,32.11196,0
120,33.44736986,33.30506,34.61947,34.37062,26.44927,28.40227,31.6777,34.85697,20.87258,34.03347,20.80222,19.07305,33.94235,38.32436,31.48474,33.75841,34.05238,29.70421,32.63793,30.50514,33.18617,21.11484,39.66379,30.42579,32.57592,1
121,34.37511483,32.9836,34.73676,35.24732,29.68469,29.25303,31.66157,35.17862,20.96655,33.21842,21.00482,27.35804,34.00987,38.70019,31.97645,33.53324,34.36567,30.20599,33.44201,31.8022,33.52918,20.68433,40.52689,31.48467,32.64655,1
122,34.47486529,33.12642,34.66296,36.12844,27.74025,30.08154,31.79339,34.70156,20.87258,33.42801,20.80222,26.1203,33.69983,38.3696,32.76916,33.76022,34.70291,24.91047,32.87806,30.85605,33.95469,23.36761,40.49689,31.5146,32.53287,0
123,34.61747849,33.42987,35.37451,35.99102,27.7567,27.68376,30.9103,35.40551,20.87258,32.90082,20.80222,19.07305,34.57759,39.48195,33.06979,33.54249,34.76426,31.04423,32.78634,30.97755,32.83547,21.11484,40.63332,31.12959,32.70562,1
124,35.01062947,32.89989,35.10371,35.76388,27.85894,29.22861,29.52866,34.97498,20.87258,32.60182,20.80222,27.66844,34.10089,39.29365,31.47884,34.35414,35.29596,24.79033,33.41681,32.76481,34.35884,21.11484,40.32705,32.21602,33.06447,1
125,33.91180285,32.744,34.34422,34.9159,25.72967,30.68752,33.13037,33.68916,20.87258,33.83294,24.31419,27.30578,31.76875,39.40823,31.48728,34.41091,33.6929,25.7406,33.28209,30.3941,33.16749,21.11484,39.57703,31.45048,32.88657,0
126,36.19909225,32.17987,35.2576,34.72146,21.19751,28.41253,31.09553,35.28028,20.96655,32.67298,21.00482,21.37538,33.76664,38.53644,33.71315,34.71109,33.91837,25.94439,33.58124,31.52948,34.42467,20.68433,39.97886,32.05496,32.86523,0
127,34.31906479,33.23324,34.60978,35.59646,28.72875,29.81585,30.80061,35.11488,20.96655,33.46618,21.00482,29.0576,33.50743,39.531,32.32205,33.4846,34.31113,28.75209,32.97945,31.71796,33.04291,23.26765,40.35478,31.02431,32.92759,0
128,34.07054671,33.80583,34.22095,34.17294,28.10679,29.49383,31.27141,34.75587,20.87258,33.39495,20.80222,26.62461,33.68663,38.5861,32.22397,34.06267,34.24089,30.33651,33.14992,30.7062,32.75838,21.11484,39.6083,31.25593,32.48028,1
129,34.5858714,32.72504,34.08621,34.57681,23.90202,29.35924,30.39265,36.43322,20.96655,31.59394,21.00482,30.50876,34.20344,39.3122,33.13664,34.59063,35.9433,31.86353,33.46333,32.35724,34.0715,20.68433,40.1193,32.36832,33.33422,0
130,35.42619779,33.11288,35.31939,34.8487,29.33214,28.05863,32.10573,35.57827,20.96655,34.0474,21.00482,21.37538,33.88719,38.30985,32.50627,33.53899,35.08018,29.00517,33.78045,31.98092,33.4999,20.68433,40.89012,31.61051,32.18879,0
131,34.42918772,32.83074,35.29732,35.39312,30.41322,29.01822,30.60276,35.80212,20.96655,33.26918,21.00482,21.37538,34.03219,38.16131,32.95339,33.26394,34.8349,29.37697,33.30285,30.75954,33.41982,20.68433,40.54598,31.39431,31.9444,1
132,33.35057497,33.66097,34.34018,34.84266,21.19751,30.60994,31.78286,34.26226,20.96655,33.61444,21.00482,28.82369,34.09773,39.55161,31.85461,33.41074,33.80495,28.11986,33.13947,31.27639,32.78484,20.68433,39.88432,31.33847,32.63999,0
133,33.49895889,33.77218,34.39752,34.48729,28.04803,27.81324,31.91989,34.31347,20.96655,34.26434,21.00482,26.16385,33.6941,38.2267,32.00244,34.40827,34.80383,30.28653,33.3436,30.61102,33.38304,26.01155,39.46171,31.84851,33.04157,1
134,34.53193404,33.54181,34.80591,35.61582,21.19751,29.18331,31.50135,35.06177,20.96655,33.93339,21.00482,21.37538,32.54003,37.83831,32.97496,35.07325,34.55372,30.07048,32.94903,31.59391,33.42929,24.84737,39.80867,32.09229,32.59501,1
135,32.444566,34.73825,35.166,36.16177,29.19504,31.10649,32.94188,35.10083,20.96655,34.87858,21.00482,21.37538,34.84362,39.95106,33.67787,32.95613,34.78064,31.25836,34.82785,28.76971,32.96879,29.45442,40.31727,31.13611,31.28944,1
136,34.11418616,33.57898,34.34754,34.3122,28.74638,29.39248,31.36716,35.1416,20.96655,33.54712,21.00482,24.89231,33.77873,37.91156,32.19983,33.46512,34.45333,29.32053,33.28089,31.45145,33.18216,23.53169,39.61222,31.73969,32.58406,1
137,33.5529679,34.43425,34.65861,36.07207,26.23867,28.93711,30.02163,35.54643,20.87258,33.55101,20.80222,27.07778,34.46296,39.77412,33.70922,32.99383,34.99013,28.21206,33.19485,31.08353,33.26724,23.59794,40.96168,31.23793,32.81431,1
138,33.80947318,33.92941,34.92996,36.04152,29.07254,29.71433,31.26459,35.55039,20.96655,33.59404,21.00482,26.7312,34.72538,39.71676,32.29669,33.72572,34.48888,29.93353,33.56597,30.38477,33.60344,20.68433,40.31066,31.48661,32.84361,1
139,34.20771669,33.92577,34.18134,34.51896,27.17655,29.72711,31.77655,34.21278,20.87258,34.21988,24.13027,26.37228,33.0225,38.68305,31.8272,33.52495,33.90897,28.91228,32.91469,29.28123,34.12875,21.11484,38.89859,31.48593,32.37435,1
140,34.16532593,34.45385,34.15967,35.83293,23.27439,30.39368,32.17178,35.48343,20.96655,33.6652,21.00482,21.37538,34.28106,39.09643,33.15408,33.46525,34.92076,31.86225,33.40331,26.73109,33.64465,22.68975,40.27037,30.85708,33.92095,1
141,35.28524868,34.28622,34.23466,34.72786,32.31146,31.38735,30.86861,36.18581,20.96655,34.3998,21.00482,21.37538,33.79735,39.6985,33.53766,33.10151,34.27375,28.9319,33.95344,28.87541,32.75535,20.68433,40.64762,32.1833,32.72035,0
142,33.13036057,33.79949,35.19247,36.01036,25.21935,30.24711,31.53899,34.6477,20.96655,33.58365,26.18971,21.37538,34.46882,40.92914,32.68882,32.71931,34.94587,30.56377,33.61657,30.12019,33.13891,24.56779,40.57508,31.12964,33.0495,1
143,34.02908798,33.5322,35.87313,34.78021,30.46831,30.48974,32.33052,35.86879,20.87258,34.15656,20.80222,25.55792,34.79601,39.56969,34.04044,33.4327,34.78991,24.77436,34.26967,30.65826,33.92359,21.11484,40.91812,32.77968,32.8398,0
144,32.83640638,33.50945,34.29659,34.80629,17.52438,30.94463,31.87288,33.95831,20.87258,33.49968,20.80222,27.09,33.8739,39.88482,31.34729,33.25349,33.5946,27.46257,32.6727,31.49747,32.25033,21.11484,39.9005,30.95549,32.50208,1
145,34.35711219,34.00027,34.70825,33.64821,21.19751,31.5115,31.66994,34.73128,20.96655,33.75934,21.00482,21.37538,34.54518,38.96694,33.37681,32.70211,34.71554,20.40858,34.56958,29.49925,34.87613,20.68433,39.8815,31.19541,34.45919,1
146,33.22016196,33.96456,33.91822,35.50392,28.00565,29.25693,30.63026,34.60719,20.87258,33.96972,20.80222,25.83668,34.16933,39.96267,33.23211,33.11983,34.53617,29.1032,32.6934,29.84009,32.82978,21.11484,39.96763,30.96535,32.30893,1
147,34.14188728,33.74545,34.40364,34.56791,28.72583,30.33939,32.89827,35.55799,20.87258,34.06539,20.80222,25.56595,34.01243,37.73755,31.80986,33.70889,33.93199,30.71903,33.25459,30.18425,33.66346,21.11484,38.85132,31.12592,32.0497,1
148,34.4069556,32.96214,35.28594,35.23218,23.16646,30.00177,30.20822,34.92414,20.96655,33.30166,21.00482,21.37538,34.4848,38.57811,31.79299,33.92183,34.49025,31.50797,34.01512,32.20817,33.47685,20.68433,41.16919,31.28719,32.72604,1
149,33.82261703,33.46062,34.5833,34.35689,30.39226,30.07532,30.86563,35.08578,20.87258,33.74339,20.80222,23.56164,32.67228,38.96697,32.28284,33.79973,34.87509,26.89624,34.19032,32.62173,34.49994,28.90318,39.11954,33.38118,32.73552,1
150,34.2947403,33.75067,34.57302,34.71799,28.72545,29.57421,31.38569,35.41026,20.96655,33.25841,21.00482,27.67401,34.50336,39.17151,32.46014,33.40257,34.58546,28.83099,34.11413,31.88825,33.46079,23.47911,39.63356,31.87662,32.37044,1
151,35.79478936,33.78193,36.18791,36.46741,26.04099,30.14055,30.9534,34.73703,20.87258,32.47065,20.80222,26.74046,33.95042,39.49903,32.74619,33.51035,35.49875,20.29074,33.41518,32.93037,33.37457,21.11484,40.50563,31.72312,34.07311,1
152,34.69117828,34.06695,36.14117,35.32572,31.03189,26.2839,30.81718,35.80543,20.96655,34.18772,21.00482,21.37538,34.1767,38.60124,33.43673,34.1849,35.33035,27.67562,33.97869,32.71808,34.96261,20.68433,40.52865,32.35885,32.15411,0
153,33.95671111,34.36884,34.16389,34.2771,27.30255,29.49168,33.1528,35.62836,20.96655,34.2014,21.00482,32.31886,34.85409,39.43496,32.83593,33.20362,34.50431,23.50121,33.83234,31.18161,34.05177,24.29594,40.19845,30.86799,32.64275,0
154,34.64413584,34.38345,33.49243,33.91689,31.86719,31.50642,32.81021,35.37301,20.96655,34.25172,21.00482,21.37538,33.8349,38.95802,33.51682,34.35177,34.1837,20.40858,34.5574,30.57529,34.20605,20.68433,38.99814,32.03363,31.87679,1
155,32.88268721,33.52792,34.91209,34.94843,30.43119,21.57685,30.65469,35.0635,20.96655,34.19044,21.00482,21.37538,34.82034,41.51609,33.00336,33.08144,34.85954,29.42448,33.88217,30.96897,32.46839,20.68433,41.82493,30.7793,33.04164,0
156,33.8639665,33.39541,33.92482,34.04999,28.45512,28.19109,32.25366,33.5233,20.96655,34.48199,24.20335,21.37538,32.61718,37.24652,32.19211,34.34543,33.40878,28.0971,33.13416,29.81779,33.39161,20.68433,38.22114,31.5755,32.50491,1
157,34.12416054,33.61105,34.75167,35.54892,27.98423,30.40613,31.36507,35.26746,20.96655,33.75413,21.00482,27.73979,33.20755,38.69245,32.28293,33.57056,34.47999,26.98001,33.49048,31.3359,33.28519,20.68433,39.54443,31.11992,32.37929,0
158,35.01193653,32.6346,34.64852,34.41171,26.64067,26.85973,31.885,34.80751,20.87258,33.36935,20.80222,25.94071,32.85627,38.50859,32.20461,33.76706,34.38177,30.23906,32.87171,30.66514,33.71725,21.11484,39.7872,31.30292,31.8152,0
159,33.8650317,33.56515,35.94134,35.84726,29.37608,29.37419,31.12533,33.87502,20.96655,32.09449,21.00482,21.37538,32.26646,37.66767,30.90987,34.27712,34.67863,23.08984,32.56845,30.96877,33.06863,23.89819,39.64198,32.49285,33.11184,1
160,36.16364247,31.67529,34.38659,36.02256,30.67019,28.73134,29.62653,34.61626,20.96655,31.83167,21.00482,29.57928,31.70782,39.22897,34.10726,32.77638,34.1374,28.66587,32.88809,31.55453,33.14934,32.05787,40.60617,32.08235,32.27551,1
161,34.44920085,33.05619,34.92476,35.94412,29.21207,30.26943,30.92917,34.40084,20.96655,33.37172,21.00482,21.37538,32.62005,37.99494,32.13843,34.23812,34.43021,29.83964,33.12667,30.61606,32.61039,26.08569,40.16703,31.70641,32.61982,0
162,34.24906507,34.59527,34.51813,35.37218,29.78508,29.2562,30.20406,35.23167,27.43532,33.55885,21.00482,21.37538,34.60515,39.10804,32.74076,33.03625,35.03402,26.08479,33.32522,30.66144,32.47543,23.56363,40.29608,30.76391,32.73828,1
163,34.12293419,33.55353,34.82511,35.55236,28.51311,29.79766,31.45211,34.4178,26.17189,33.62908,23.0847,25.26876,34.41317,38.87758,32.16714,32.65791,34.72047,26.74077,33.1697,29.767,33.0577,21.11484,41.19373,31.09065,33.12781,0
164,34.55811551,34.14461,34.1791,33.57292,27.78671,31.08257,33.51373,34.88723,20.96655,34.57321,23.94261,21.37538,33.00814,38.35038,32.16233,34.57491,34.27638,29.19283,33.85766,30.73024,33.91126,20.68433,38.64119,31.1693,32.75282,0
165,34.47738017,33.91879,34.93804,34.11231,26.74699,34.66002,29.75268,33.99146,21.43715,32.30548,21.10533,21.26068,33.26957,37.78115,32.72238,34.10748,34.80515,28.19959,31.94978,30.77353,33.22812,22.3863,39.79265,31.31842,32.55432,1
166,33.49247427,33.40172,34.93784,33.66978,27.48589,28.18967,30.15818,35.31585,21.43715,33.33659,21.10533,21.26068,34.96565,38.78986,32.96542,33.99765,34.78163,28.36625,34.10072,30.89096,33.64457,22.3863,39.36771,31.57665,33.14321,0
167,34.18872184,32.6068,34.47573,34.45147,21.88688,28.18967,33.0383,34.00152,21.43715,33.89531,21.10533,21.26068,33.26799,38.34132,32.24478,33.77914,34.55394,24.22162,33.00685,30.57496,33.76556,22.3863,39.47202,31.11675,33.11615,1
168,34.78824668,32.39958,34.678,34.32958,29.66586,28.18967,31.62215,35.11958,21.43715,33.54568,21.10533,21.26068,33.62806,39.26397,31.81636,33.44686,34.62001,30.07418,33.24574,31.48039,33.86198,22.3863,39.50859,32.78357,32.87194,0
169,34.80847707,33.52751,34.36873,34.90105,27.95063,28.18967,30.9961,34.69339,21.43715,32.87697,21.10533,27.05065,33.07981,37.30544,32.14958,33.6035,34.73587,29.81223,32.79702,31.13687,33.57915,22.3863,39.93241,30.52346,32.45438,0
170,34.90530719,34.23804,34.2757,34.563,31.56723,28.18967,30.71365,35.54729,21.43715,33.08417,21.10533,26.75043,33.77004,37.95149,32.63561,33.94159,34.50402,24.22162,33.04625,30.31995,34.0618,22.3863,40.381,31.26877,32.69674,1
171,33.98315976,33.5292,34.63849,35.31361,28.18328,28.18967,31.07826,34.20667,21.43715,34.05103,21.10533,27.80964,32.70394,38.73512,33.47697,34.18626,34.28341,30.37938,32.98464,30.74824,33.97589,22.3863,39.69292,31.70757,32.77545,0
172,34.81945565,33.70391,35.40931,35.71066,29.46255,28.18967,30.70615,35.26584,21.43715,33.51326,21.10533,26.69835,33.15428,39.028,31.98735,33.10922,34.7751,31.29617,33.38067,30.85544,34.70844,22.3863,40.49882,30.68077,32.75384,0
173,34.72394678,33.3836,34.90028,34.67018,26.84181,28.18967,30.6632,35.0359,21.43715,34.05154,21.10533,21.26068,33.80519,39.37166,32.30557,33.386,33.87292,24.22162,33.70602,31.31663,33.36394,22.3863,39.87512,30.59865,32.4332,0
174,33.62792686,33.03897,34.39644,35.53101,28.64899,28.18967,32.01685,35.41817,21.43715,33.62779,26.11378,21.26068,33.63159,38.477,32.11688,33.30296,34.15667,29.30942,33.81137,29.93626,33.78117,22.3863,40.0519,31.76958,32.9885,0
175,35.01516524,33.01317,33.96501,35.64847,21.88688,28.18967,31.06227,35.27597,21.43715,34.38849,21.10533,27.23892,33.88213,38.42137,32.69428,33.04782,34.6889,28.72928,33.71482,32.11849,33.7032,22.3863,40.23109,31.20969,32.0573,0
176,33.12135031,33.7106,34.55658,35.90468,27.77094,28.18967,29.90347,34.04756,21.43715,33.24384,21.10533,26.85952,33.90566,39.03542,32.98876,34.15189,34.93992,31.49914,33.87853,31.57179,33.2891,22.3863,39.58054,32.00141,32.70183,0
177,35.26400004,34.89118,33.15506,33.23884,29.99632,28.18967,31.6603,35.28814,21.43715,33.77807,21.10533,31.77891,35.8256,41.18145,34.23711,31.75215,32.95477,28.17083,33.39445,34.36199,31.4181,22.3863,38.08709,31.32892,30.79817,0
178,33.77750393,33.46728,34.68047,35.20723,29.69215,28.18967,31.92039,35.3158,21.43715,34.28987,21.10533,21.26068,33.87871,38.63513,32.64347,34.11156,34.49169,24.22162,33.68642,29.30238,33.33372,22.3863,40.76723,31.3441,32.6075,1
179,33.92262761,33.03798,35.60014,36.4444,21.88688,33.9253,32.7876,34.2826,21.43715,33.32866,21.10533,21.26068,33.65138,38.30044,31.39044,33.48454,34.69895,27.21929,32.93499,30.72343,33.89416,22.3863,40.2305,32.39718,33.35291,0
180,34.4762378,33.6979,35.23053,35.08417,30.5861,28.18967,30.59097,35.48037,21.43715,32.5949,21.10533,21.26068,33.81078,40.25198,32.58132,33.91647,35.45342,32.08324,33.64248,31.34356,33.5621,22.3863,41.07595,32.88592,32.50118,0
